beginacidic,beginacidic absolute,begincharge,beginbasic,beginbasic absolute,beginacidic0,beginbasic0,beginacidic1,beginbasic1,beginacidic2,beginbasic2,sbr1acidic,sbr1acidic absolute,sbr1charge,sbr1basic,sbr1basic absolute,sbr1acidic0,sbr1basic0,sbr1acidic1,sbr1basic1,sbr1acidic2,sbr1basic2,sbr2acidic,sbr2acidic absolute,sbr2charge,sbr2basic,sbr2basic absolute,sbr2acidic0,sbr2basic0,sbr2acidic1,sbr2basic1,sbr2acidic2,sbr2basic2,coreacidic,coreacidic absolute,corecharge,corebasic,corebasic absolute,coreacidic0,corebasic0,coreacidic1,corebasic1,coreacidic2,corebasic2,endacidic,endacidic absolute,endcharge,endbasic,endbasic absolute,endacidic0,endbasic0,endacidic1,endbasic1,endacidic2,endbasic2,fes1acidic,fes1acidic absolute,fes1charge,fes1basic,fes1basic absolute,fes1acidic0,fes1basic0,fes1acidic1,fes1basic1,fes1acidic2,fes1basic2,fes2acidic,fes2acidic absolute,fes2charge,fes2basic,fes2basic absolute,fes2acidic0,fes2basic0,fes2acidic1,fes2basic1,fes2acidic2,fes2basic2,target,complete charge,mean acidic,mean basic,absolute acidic,absolute basic
1.1744186046511629,15.0,-6.933,1.1046511627906976,9.0,0.16666666666666666,0.2,0.13333333333333333,0.06666666666666667,0.2,0.03333333333333333,1.1818181818181819,18.0,-5.7509999999999994,1.1515151515151516,15.0,0.11764705882352941,0.20588235294117646,0.14705882352941177,0.11764705882352941,0.2647058823529412,0.11764705882352941,1.1341463414634148,11.0,0.19499999999999984,1.1585365853658536,13.0,0.10344827586206896,0.2413793103448276,0.2413793103448276,0.10344827586206896,0.034482758620689655,0.10344827586206896,1.1428571428571428,17.0,-2.7939999999999996,1.1428571428571428,17.0,0.1951219512195122,0.0975609756097561,0.024390243902439025,0.17073170731707318,0.1951219512195122,0.14634146341463414,1.1090909090909091,6.0,5.050000000000001,1.2181818181818183,12.0,0.05,0.1,0.25,0.15,0.0,0.35,1.1639344262295082,10.0,-4.804,1.1147540983606556,7.0,0.3181818181818182,0.045454545454545456,0.09090909090909091,0.0,0.045454545454545456,0.2727272727272727,1.121212121212121,12.0,0.19899999999999957,1.1515151515151516,15.0,0.11764705882352941,0.17647058823529413,0.14705882352941177,0.08823529411764706,0.08823529411764706,0.17647058823529413,1,-14.837999999999997,1.1467825324746346,1.1488587300837818,89.0,88.0
1.1956521739130435,18.0,-7.746,1.141304347826087,13.0,0.1875,0.1875,0.1875,0.15625,0.1875,0.0625,1.1919191919191918,19.0,-6.657000000000001,1.1616161616161615,16.0,0.17647058823529413,0.23529411764705882,0.17647058823529413,0.11764705882352941,0.20588235294117646,0.11764705882352941,1.1951219512195121,16.0,-4.796,1.1585365853658536,13.0,0.1724137931034483,0.20689655172413793,0.3448275862068966,0.13793103448275862,0.034482758620689655,0.10344827586206896,1.1680672268907564,20.0,-8.793000000000001,1.1176470588235294,14.0,0.17073170731707318,0.07317073170731707,0.12195121951219512,0.14634146341463414,0.1951219512195122,0.12195121951219512,1.106060606060606,7.0,2.0540000000000003,1.1515151515151516,10.0,0.08695652173913043,0.08695652173913043,0.17391304347826086,0.13043478260869565,0.043478260869565216,0.21739130434782608,1.180327868852459,11.0,-3.803000000000001,1.1475409836065573,9.0,0.2727272727272727,0.045454545454545456,0.13636363636363635,0.09090909090909091,0.09090909090909091,0.2727272727272727,1.1515151515151516,15.0,-3.846,1.1313131313131313,13.0,0.14705882352941177,0.17647058823529413,0.20588235294117646,0.058823529411764705,0.08823529411764706,0.14705882352941177,1,-33.587,1.1698091671958173,1.1442104885809243,106.0,88.0
1.1956521739130435,18.0,-7.746,1.141304347826087,13.0,0.1875,0.1875,0.1875,0.15625,0.1875,0.0625,1.1919191919191918,19.0,-6.657000000000001,1.1616161616161615,16.0,0.17647058823529413,0.23529411764705882,0.17647058823529413,0.11764705882352941,0.20588235294117646,0.11764705882352941,1.1951219512195121,16.0,-4.796,1.1585365853658536,13.0,0.1724137931034483,0.20689655172413793,0.3448275862068966,0.13793103448275862,0.034482758620689655,0.10344827586206896,1.1680672268907564,20.0,-8.884000000000002,1.1092436974789917,13.0,0.17073170731707318,0.07317073170731707,0.12195121951219512,0.12195121951219512,0.1951219512195122,0.12195121951219512,1.106060606060606,7.0,2.0540000000000003,1.1515151515151516,10.0,0.08695652173913043,0.08695652173913043,0.17391304347826086,0.13043478260869565,0.043478260869565216,0.21739130434782608,1.180327868852459,11.0,-3.803000000000001,1.1475409836065573,9.0,0.2727272727272727,0.045454545454545456,0.13636363636363635,0.09090909090909091,0.09090909090909091,0.2727272727272727,1.1515151515151516,15.0,-3.9370000000000003,1.121212121212121,12.0,0.14705882352941177,0.14705882352941177,0.20588235294117646,0.058823529411764705,0.08823529411764706,0.14705882352941177,1,-33.769000000000005,1.1698091671958173,1.1415670069458461,106.0,86.0
1.1739130434782608,16.0,-7.75,1.1195652173913044,11.0,0.15625,0.15625,0.15625,0.125,0.1875,0.0625,1.1919191919191918,19.0,-6.747000000000002,1.1515151515151516,15.0,0.17647058823529413,0.2647058823529412,0.17647058823529413,0.08823529411764706,0.20588235294117646,0.08823529411764706,1.1829268292682926,15.0,-3.7970000000000006,1.1585365853658536,13.0,0.1724137931034483,0.20689655172413793,0.3103448275862069,0.13793103448275862,0.034482758620689655,0.10344827586206896,1.1764705882352942,21.0,-7.7440000000000015,1.134453781512605,16.0,0.1951219512195122,0.0975609756097561,0.12195121951219512,0.14634146341463414,0.1951219512195122,0.14634146341463414,1.0892857142857142,5.0,4.048,1.1785714285714286,10.0,0.05,0.1,0.2,0.15,0.0,0.25,1.1639344262295082,10.0,-1.805,1.1639344262295082,10.0,0.22727272727272727,0.09090909090909091,0.13636363636363635,0.09090909090909091,0.09090909090909091,0.2727272727272727,1.1515151515151516,15.0,-2.8419999999999996,1.1414141414141414,14.0,0.11764705882352941,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.08823529411764706,0.17647058823529413,1,-26.637,1.1614235635616306,1.1497129617142847,101.0,89.0
1.1739130434782608,16.0,-8.795,1.108695652173913,10.0,0.15625,0.125,0.15625,0.125,0.1875,0.0625,1.1919191919191918,19.0,-6.747000000000002,1.1515151515151516,15.0,0.17647058823529413,0.2647058823529412,0.17647058823529413,0.08823529411764706,0.20588235294117646,0.08823529411764706,1.170731707317073,14.0,-2.798,1.1585365853658536,13.0,0.13793103448275862,0.20689655172413793,0.3103448275862069,0.13793103448275862,0.034482758620689655,0.10344827586206896,1.1680672268907564,20.0,-6.6549999999999985,1.1428571428571428,17.0,0.17073170731707318,0.12195121951219512,0.12195121951219512,0.14634146341463414,0.1951219512195122,0.14634146341463414,1.0892857142857142,5.0,4.048,1.1785714285714286,10.0,0.05,0.1,0.2,0.15,0.0,0.25,1.1639344262295082,10.0,-1.805,1.1639344262295082,10.0,0.22727272727272727,0.09090909090909091,0.13636363636363635,0.09090909090909091,0.09090909090909091,0.2727272727272727,1.1515151515151516,15.0,-2.843,1.1414141414141414,14.0,0.11764705882352941,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.08823529411764706,0.17647058823529413,1,-25.595000000000002,1.1584809230908082,1.1493606468753055,99.0,89.0
1.1758241758241759,16.0,-6.749,1.1318681318681318,12.0,0.15625,0.1875,0.15625,0.125,0.1875,0.0625,1.1818181818181819,18.0,-8.565999999999999,1.1414141414141414,14.0,0.14705882352941177,0.2647058823529412,0.17647058823529413,0.058823529411764705,0.20588235294117646,0.08823529411764706,1.1829268292682926,15.0,-5.797000000000001,1.1341463414634148,11.0,0.1724137931034483,0.1724137931034483,0.3103448275862069,0.10344827586206896,0.034482758620689655,0.10344827586206896,1.1680672268907564,20.0,-6.839999999999999,1.1260504201680672,15.0,0.1951219512195122,0.0975609756097561,0.0975609756097561,0.14634146341463414,0.1951219512195122,0.12195121951219512,1.0909090909090908,5.0,2.0500000000000003,1.1454545454545455,8.0,0.05,0.05,0.2,0.15,0.0,0.2,1.180327868852459,11.0,-3.803000000000001,1.1475409836065573,9.0,0.2727272727272727,0.045454545454545456,0.13636363636363635,0.09090909090909091,0.09090909090909091,0.2727272727272727,1.1414141414141414,14.0,-1.8449999999999998,1.1414141414141414,14.0,0.11764705882352941,0.20588235294117646,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.14705882352941177,1,-31.549999999999997,1.160183930711014,1.1382698150555712,99.0,83.0
1.1758241758241759,16.0,-6.749,1.1318681318681318,12.0,0.15625,0.1875,0.15625,0.125,0.1875,0.0625,1.1818181818181819,18.0,-8.565999999999999,1.1414141414141414,14.0,0.14705882352941177,0.2647058823529412,0.17647058823529413,0.058823529411764705,0.20588235294117646,0.08823529411764706,1.1829268292682926,15.0,-5.797,1.1341463414634148,11.0,0.13793103448275862,0.1724137931034483,0.3448275862068966,0.10344827586206896,0.034482758620689655,0.10344827586206896,1.1680672268907564,20.0,-6.839999999999999,1.1260504201680672,15.0,0.1951219512195122,0.0975609756097561,0.0975609756097561,0.14634146341463414,0.1951219512195122,0.12195121951219512,1.0909090909090908,5.0,2.0500000000000003,1.1454545454545455,8.0,0.05,0.05,0.2,0.15,0.0,0.2,1.180327868852459,11.0,-3.803000000000001,1.1475409836065573,9.0,0.2727272727272727,0.045454545454545456,0.13636363636363635,0.09090909090909091,0.09090909090909091,0.2727272727272727,1.1414141414141414,14.0,-1.8449999999999998,1.1414141414141414,14.0,0.11764705882352941,0.20588235294117646,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.14705882352941177,1,-31.549999999999997,1.160183930711014,1.1382698150555712,99.0,83.0
1.1758241758241759,16.0,-6.749,1.1318681318681318,12.0,0.15625,0.1875,0.15625,0.125,0.1875,0.0625,1.1818181818181819,18.0,-7.566000000000001,1.1515151515151516,15.0,0.14705882352941177,0.2647058823529412,0.17647058823529413,0.08823529411764706,0.20588235294117646,0.08823529411764706,1.1829268292682926,15.0,-5.797,1.1341463414634148,11.0,0.13793103448275862,0.1724137931034483,0.3448275862068966,0.10344827586206896,0.034482758620689655,0.10344827586206896,1.1680672268907564,20.0,-6.839999999999999,1.1260504201680672,15.0,0.1951219512195122,0.0975609756097561,0.0975609756097561,0.14634146341463414,0.1951219512195122,0.12195121951219512,1.0909090909090908,5.0,2.0500000000000003,1.1454545454545455,8.0,0.05,0.05,0.2,0.15,0.0,0.2,1.180327868852459,11.0,-3.803000000000001,1.1475409836065573,9.0,0.2727272727272727,0.045454545454545456,0.13636363636363635,0.09090909090909091,0.09090909090909091,0.2727272727272727,1.1414141414141414,14.0,-1.8449999999999998,1.1414141414141414,14.0,0.11764705882352941,0.20588235294117646,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.14705882352941177,1,-30.55,1.160183930711014,1.1397128164985728,99.0,84.0
1.18,18.0,-8.747,1.12,12.0,0.17142857142857143,0.17142857142857143,0.14285714285714285,0.11428571428571428,0.2,0.05714285714285714,1.202020202020202,20.0,-10.654,1.1313131313131313,13.0,0.14705882352941177,0.23529411764705882,0.17647058823529413,0.08823529411764706,0.2647058823529412,0.058823529411764705,1.1585365853658536,13.0,-3.8020000000000005,1.1341463414634148,11.0,0.10344827586206896,0.1724137931034483,0.3103448275862069,0.10344827586206896,0.034482758620689655,0.10344827586206896,1.1680672268907564,20.0,-7.657,1.134453781512605,16.0,0.21951219512195122,0.07317073170731707,0.0975609756097561,0.17073170731707318,0.17073170731707318,0.14634146341463414,1.1,6.0,4.052,1.1833333333333333,11.0,0.047619047619047616,0.09523809523809523,0.19047619047619047,0.14285714285714285,0.047619047619047616,0.2857142857142857,1.180327868852459,11.0,-3.803000000000001,1.1475409836065573,9.0,0.2727272727272727,0.045454545454545456,0.13636363636363635,0.09090909090909091,0.09090909090909091,0.2727272727272727,1.1313131313131313,13.0,-0.7550000000000007,1.1515151515151516,15.0,0.11764705882352941,0.17647058823529413,0.17647058823529413,0.11764705882352941,0.08823529411764706,0.14705882352941177,1,-31.366,1.1600378592060576,1.1431861032491706,101.0,87.0
1.18,18.0,-8.747,1.12,12.0,0.17142857142857143,0.17142857142857143,0.14285714285714285,0.11428571428571428,0.2,0.05714285714285714,1.202020202020202,20.0,-9.745,1.1313131313131313,13.0,0.14705882352941177,0.23529411764705882,0.17647058823529413,0.08823529411764706,0.2647058823529412,0.058823529411764705,1.1585365853658536,13.0,-2.803000000000001,1.146341463414634,12.0,0.10344827586206896,0.20689655172413793,0.3103448275862069,0.10344827586206896,0.034482758620689655,0.10344827586206896,1.1680672268907564,20.0,-7.657,1.134453781512605,16.0,0.21951219512195122,0.07317073170731707,0.0975609756097561,0.17073170731707318,0.17073170731707318,0.14634146341463414,1.1,6.0,4.052,1.1833333333333333,11.0,0.047619047619047616,0.09523809523809523,0.19047619047619047,0.14285714285714285,0.047619047619047616,0.2857142857142857,1.180327868852459,11.0,-3.803000000000001,1.1475409836065573,9.0,0.2727272727272727,0.045454545454545456,0.13636363636363635,0.09090909090909091,0.09090909090909091,0.2727272727272727,1.1313131313131313,13.0,-0.7550000000000007,1.1515151515151516,15.0,0.11764705882352941,0.17647058823529413,0.17647058823529413,0.11764705882352941,0.08823529411764706,0.14705882352941177,1,-29.458,1.1600378592060576,1.1449282635279163,101.0,88.0
